PD_ID,comment_date,industry,warning_signal_comment,pd_grade_before,pd_grade_after,grade_change,migration,true_theme,topic_id,topic_label
PD101721,2024-02-25,Wholesale Trade,EPA notice of violation received relating to the primary facility. Remediation cost estimates range up to $29M; operations could face interruption.,6,8,2,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD101722,2025-01-25,Hospitality,Topline deterioration continues for a third consecutive quarter. Sales down 15% and order backlog thinning. Management lowered full-year guidance materially.,13,14,1,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101723,2024-03-07,Construction,Financial covenants tripped at the Q2 2025 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,7,10,3,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101724,2024-05-24,Commercial Real Estate,Revenue contracted 16% year over year driven by softening demand. Gross margin compressed 176 bps on input cost inflation the borrower could not pass through.,6,7,1,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD101725,2024-03-21,Transportation,Strong Q1 2024 results with revenue growth of 25% and record backlog of $144M. Guidance raised for the full year.,5,3,-2,Upgrade,performance_improvement,0,sector / margin / outlook / operating
PD101726,2024-07-21,Commercial Real Estate,"Regulatory change effective next year is expected to reduce reimbursement rates by 9%, directly compressing borrower revenue in its core segment.",8,8,0,No Change,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101727,2024-09-11,Oil & Gas,Repeated delays in delivering compliance certificates and monthly borrowing base certificates. Finance function appears under-resourced following staff departures.,5,5,0,No Change,reporting_delinquency,3,capital / operating / days / borrowing
PD101728,2024-07-25,Oil & Gas,"Sponsor injected $88M of fresh equity, curing the covenant breach and funding the growth capex program. Liquidity restored to $87M.",4,2,-2,Upgrade,deleveraging,17,fccr / equity / breach / sponsor
PD101729,2025-01-03,Transportation,Minimum EBITDA covenant missed by 10%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,10,12,2,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD101730,2025-03-08,Hospitality,Minimum EBITDA covenant missed by 13%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,10,12,2,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD101731,2025-05-08,Manufacturing,Margin erosion accelerating; operating margin at 6% versus 11% prior year. Competitive discounting in the sector shows no sign of abating.,4,6,2,Downgrade,revenue_decline,0,sector / margin / outlook / operating
PD101732,2024-11-03,Agriculture,Largest customer filed for bankruptcy protection; receivable exposure of $16M likely impaired. Trade credit insurance covers only a portion.,8,9,1,Downgrade,customer_concentration,4,exposure / filed / new / approximately
PD101733,2024-09-20,Transportation,Margin erosion accelerating; operating margin at 2% versus 12% prior year. Competitive discounting in the sector shows no sign of abating.,5,8,3,Downgrade,revenue_decline,0,sector / margin / outlook / operating
PD101734,2025-01-19,Hospitality,"New contract wins add $54M of committed multi-year revenue, diversifying the customer base and improving visibility.",7,5,-2,Upgrade,performance_improvement,14,regulatory / rates / revenue / multiyear
PD101735,2025-04-25,Commercial Real Estate,Prolonged softness in the freight market; spot rates below breakeven for 6 consecutive quarters. Fleet utilization at 62%.,8,9,1,Downgrade,industry_headwinds,13,hedges / rates / market / quarters
PD101736,2025-05-27,Business Services,New tariffs raise landed costs approximately 16% on the borrower's primary import lines. Ability to pass through to customers is unproven.,9,9,0,No Change,industry_headwinds,4,exposure / filed / new / approximately
PD101737,2025-03-01,Transportation,"Refinancing risk elevated. The borrower's bonds trade at 70 cents on the dollar, signaling constrained capital markets access.",6,8,2,Downgrade,refinancing_risk,7,refinancing risk / risk elevated / trade / capital
PD101738,2024-03-13,Transportation,Significant cash burn observed. Unrestricted cash fell 54% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,8,11,3,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101739,2024-06-15,Commercial Real Estate,Sector outlook deteriorating; industry volumes down 9% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,5,6,1,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD101740,2025-05-15,Wholesale Trade,Same-store sales fell 13% and foot traffic remains weak. Inventory build of $27M raises markdown risk into next season.,10,11,1,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101741,2025-01-29,Transportation,Commodity price downturn pressuring the entire sub-sector. Rig counts and shipment volumes at multi-year lows; borrower hedges roll off in 4 quarters.,7,7,0,No Change,industry_headwinds,0,sector / margin / outlook / operating
PD101742,2024-01-29,Business Services,Strong Q2 2025 results with revenue growth of 9% and record backlog of $225M. Guidance raised for the full year.,10,9,-1,Upgrade,performance_improvement,0,sector / margin / outlook / operating
PD101743,2024-05-30,Oil & Gas,New tariffs raise landed costs approximately 18% on the borrower's primary import lines. Ability to pass through to customers is unproven.,5,6,1,Downgrade,industry_headwinds,4,exposure / filed / new / approximately
PD101744,2024-04-04,Wholesale Trade,Regulatory investigation opened into billing practices. Legal reserves increased by $15M this quarter; reputational impact on new bookings possible.,6,6,0,No Change,legal_regulatory,10,auditor / inventory / period / counsel
PD101745,2024-03-23,Hospitality,"Regulatory change effective next year is expected to reduce reimbursement rates by 11%, directly compressing borrower revenue in its core segment.",12,13,1,Downgrade,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101746,2025-05-27,Hospitality,Strong Q4 2024 results with revenue growth of 21% and record backlog of $169M. Guidance raised for the full year.,10,11,1,Downgrade,performance_improvement,0,sector / margin / outlook / operating
PD101747,2024-04-01,Retail,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $12M of revolver availability to fund payroll. Treasury reports minimal headroom.,6,9,3,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101748,2024-12-18,Healthcare,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,6,7,1,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD101749,2024-01-07,Healthcare,Financial covenants tripped at the Q2 2025 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,4,5,1,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101750,2025-03-03,Hospitality,"Regulatory change effective next year is expected to reduce reimbursement rates by 5%, directly compressing borrower revenue in its core segment.",7,7,0,No Change,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101751,2024-06-23,Healthcare,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $12M of revolver availability to fund payroll. Treasury reports minimal headroom.,6,8,2,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101752,2024-07-21,Construction,EPA notice of violation received relating to the primary facility. Remediation cost estimates range up to $19M; operations could face interruption.,14,14,0,No Change,legal_regulatory,4,exposure / filed / new / approximately
PD101753,2025-04-06,Agriculture,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $10M.,6,7,1,Downgrade,reporting_delinquency,5,covenant / test / revolver utilization / discrepancies approximately
PD101754,2024-07-06,Commercial Real Estate,Topline deterioration continues for a third consecutive quarter. Sales down 13% and order backlog thinning. Management lowered full-year guidance materially.,4,6,2,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101755,2024-04-21,Wholesale Trade,Significant cash burn observed. Unrestricted cash fell 56% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,8,11,3,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101756,2025-01-21,Retail,Topline deterioration continues for a third consecutive quarter. Sales down 10% and order backlog thinning. Management lowered full-year guidance materially.,9,12,3,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101757,2024-08-28,Construction,Key customer initiated in-sourcing of the borrower's product line. Customer concentration remains high with top three accounts at 52% of sales.,7,9,2,Downgrade,customer_concentration,11,customer / concentration / product / order
PD101758,2024-01-10,Manufacturing,Minimum EBITDA covenant missed by 29%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,8,10,2,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD101759,2025-06-18,Manufacturing,Financial covenants tripped at the Q1 2024 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,7,7,0,No Change,covenant_breach,19,covenants / covenant / test / additional
PD101760,2024-09-29,Construction,Governance concerns raised after the audit committee chair stepped down. Board composition now lacks independent financial expertise.,8,10,2,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD101761,2024-12-10,Technology,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $13M of revolver availability to fund payroll. Treasury reports minimal headroom.,5,6,1,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101762,2025-01-04,Wholesale Trade,Significant cash burn observed. Unrestricted cash fell 50% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,5,7,2,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101763,2024-02-28,Technology,Governance concerns raised after the audit committee chair stepped down. Board composition now lacks independent financial expertise.,10,11,1,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD101764,2025-04-12,Business Services,Key customer initiated in-sourcing of the borrower's product line. Customer concentration remains high with top three accounts at 75% of sales.,6,6,0,No Change,customer_concentration,11,customer / concentration / product / order
PD101765,2024-10-13,Business Services,Same-store sales fell 9% and foot traffic remains weak. Inventory build of $6M raises markdown risk into next season.,8,9,1,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101766,2025-05-01,Hospitality,Debt maturity wall approaching; 63% of funded debt comes due within 18 months. Sponsor exploring amend-and-extend but lender appetite is uncertain.,6,7,1,Downgrade,refinancing_risk,20,debt / sponsor / months / 
PD101767,2024-11-25,Manufacturing,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $9M of revolver availability to fund payroll. Treasury reports minimal headroom.,5,5,0,No Change,liquidity_stress,2,headroom / concerns / missed / revolver
PD101768,2024-08-27,Agriculture,"Sponsor injected $20M of fresh equity, curing the covenant breach and funding the growth capex program. Liquidity restored to $71M.",6,5,-1,Upgrade,deleveraging,17,fccr / equity / breach / sponsor
PD101769,2024-03-24,Technology,Repeated delays in delivering compliance certificates and monthly borrowing base certificates. Finance function appears under-resourced following staff departures.,7,9,2,Downgrade,reporting_delinquency,3,capital / operating / days / borrowing
PD101770,2024-04-12,Business Services,Minimum EBITDA covenant missed by 23%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,9,11,2,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD101771,2024-05-26,Hospitality,"Interest burden up sharply post rate resets; cash interest coverage at 1.2x. Hedges expired and were not replaced, leaving full floating-rate exposure.",9,11,2,Downgrade,refinancing_risk,13,hedges / rates / market / quarters
PD101772,2025-05-24,Retail,Operational restructuring complete; plant consolidation yields $30M of annualized savings. Order intake trending 26% above prior year.,11,11,0,No Change,performance_improvement,11,customer / concentration / product / order
PD101773,2025-04-23,Healthcare,Key customer initiated in-sourcing of the borrower's product line. Customer concentration remains high with top three accounts at 71% of sales.,4,6,2,Downgrade,customer_concentration,11,customer / concentration / product / order
PD101774,2024-09-03,Commercial Real Estate,Largest customer filed for bankruptcy protection; receivable exposure of $6M likely impaired. Trade credit insurance covers only a portion.,6,8,2,Downgrade,customer_concentration,4,exposure / filed / new / approximately
PD101775,2024-04-01,Retail,New tariffs raise landed costs approximately 15% on the borrower's primary import lines. Ability to pass through to customers is unproven.,6,6,0,No Change,industry_headwinds,4,exposure / filed / new / approximately
PD101776,2024-11-30,Transportation,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $3M of revolver availability to fund payroll. Treasury reports minimal headroom.,9,9,0,No Change,liquidity_stress,2,headroom / concerns / missed / revolver
PD101777,2025-05-02,Wholesale Trade,"Auditor issued a qualified opinion related to inventory valuation. Management restated prior period results, reducing retained earnings by $10M.",9,11,2,Downgrade,reporting_delinquency,10,auditor / inventory / period / counsel
PD101778,2024-03-07,Wholesale Trade,Borrower breached the maximum leverage covenant in Q2 2025; reported 4.8x against a 4.2x threshold. Waiver request under negotiation with the bank group.,7,10,3,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101779,2025-03-23,Commercial Real Estate,"Sponsor injected $63M of fresh equity, curing the covenant breach and funding the growth capex program. Liquidity restored to $78M.",6,4,-2,Upgrade,deleveraging,17,fccr / equity / breach / sponsor
PD101780,2024-03-30,Retail,Debt maturity wall approaching; 56% of funded debt comes due within 18 months. Sponsor exploring amend-and-extend but lender appetite is uncertain.,8,8,0,No Change,refinancing_risk,20,debt / sponsor / months / 
PD101781,2024-04-28,Agriculture,Borrower has fully drawn the revolver with utilization at 95%. Cash position declined to $13M and liquidity runway is under 7 months without additional support.,12,14,2,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD101782,2025-01-24,Agriculture,"Refinancing risk elevated. The borrower's bonds trade at 59 cents on the dollar, signaling constrained capital markets access.",5,6,1,Downgrade,refinancing_risk,7,refinancing risk / risk elevated / trade / capital
PD101783,2024-07-13,Transportation,Class action lawsuit filed alleging product defects; potential exposure estimated at $89M. Insurance coverage position remains unclear.,8,8,0,No Change,legal_regulatory,4,exposure / filed / new / approximately
PD101784,2025-01-08,Wholesale Trade,Repeated delays in delivering compliance certificates and monthly borrowing base certificates. Finance function appears under-resourced following staff departures.,9,11,2,Downgrade,reporting_delinquency,3,capital / operating / days / borrowing
PD101785,2024-08-15,Retail,Fixed charge coverage covenant violation reported. FCCR of 0.9x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,9,11,2,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101786,2025-04-16,Technology,Governance concerns raised after the audit committee chair stepped down. Board composition now lacks independent financial expertise.,7,7,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD101787,2024-08-12,Construction,Fixed charge coverage covenant violation reported. FCCR of 1.0x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,8,10,2,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101788,2024-02-05,Agriculture,Same-store sales fell 9% and foot traffic remains weak. Inventory build of $23M raises markdown risk into next season.,6,7,1,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101789,2024-05-06,Oil & Gas,"Refinancing risk elevated. The borrower's bonds trade at 64 cents on the dollar, signaling constrained capital markets access.",9,10,1,Downgrade,refinancing_risk,7,refinancing risk / risk elevated / trade / capital
PD101790,2024-08-08,Construction,Ownership dispute among family shareholders is distracting management. Succession plan remains undocumented despite repeated requests at annual review.,10,11,1,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD101791,2024-03-01,Technology,EBITDA declined 37% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,2,3,1,Downgrade,revenue_decline,21,pricing pressure / pressure / visible results / visible
PD101792,2024-08-18,Business Services,Topline deterioration continues for a third consecutive quarter. Sales down 14% and order backlog thinning. Management lowered full-year guidance materially.,10,12,2,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101793,2025-02-05,Oil & Gas,Revenue contracted 34% year over year driven by softening demand. Gross margin compressed 241 bps on input cost inflation the borrower could not pass through.,11,13,2,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD101794,2024-12-11,Transportation,Fixed charge coverage covenant violation reported. FCCR of 1.0x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,8,10,2,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101795,2025-02-04,Retail,"Interest burden up sharply post rate resets; cash interest coverage at 1.6x. Hedges expired and were not replaced, leaving full floating-rate exposure.",11,14,3,Downgrade,refinancing_risk,13,hedges / rates / market / quarters
PD101796,2024-07-18,Business Services,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.9x. Sponsor has been approached for an equity injection to shore up liquidity.,7,11,4,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD101797,2024-02-25,Business Services,Prolonged softness in the freight market; spot rates below breakeven for 6 consecutive quarters. Fleet utilization at 63%.,6,7,1,Downgrade,industry_headwinds,13,hedges / rates / market / quarters
PD101798,2025-03-28,Business Services,Financial covenants tripped at the Q4 2024 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,7,10,3,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101799,2024-08-02,Commercial Real Estate,"Regulatory change effective next year is expected to reduce reimbursement rates by 9%, directly compressing borrower revenue in its core segment.",8,11,3,Downgrade,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101800,2024-04-14,Wholesale Trade,New tariffs raise landed costs approximately 10% on the borrower's primary import lines. Ability to pass through to customers is unproven.,9,10,1,Downgrade,industry_headwinds,4,exposure / filed / new / approximately
PD101801,2024-06-21,Manufacturing,Fixed charge coverage covenant violation reported. FCCR of 0.8x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,7,8,1,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101802,2024-02-23,Retail,Revenue contracted 21% year over year driven by softening demand. Gross margin compressed 392 bps on input cost inflation the borrower could not pass through.,9,9,0,No Change,revenue_decline,18,pass / demand / margin / cost
PD101803,2024-06-01,Wholesale Trade,"Leverage remains elevated at 7.1x with no clear deleveraging path. PIK toggle exercised on the mezzanine tranche this period, growing the debt stack.",6,9,3,Downgrade,refinancing_risk,8,period / debt / elevated / leverage
PD101804,2024-09-03,Transportation,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $10M of revolver availability to fund payroll. Treasury reports minimal headroom.,11,11,0,No Change,liquidity_stress,2,headroom / concerns / missed / revolver
PD101805,2024-06-25,Wholesale Trade,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $12M of revolver availability to fund payroll. Treasury reports minimal headroom.,6,8,2,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101806,2024-04-01,Construction,Repeated delays in delivering compliance certificates and monthly borrowing base certificates. Finance function appears under-resourced following staff departures.,2,5,3,Downgrade,reporting_delinquency,3,capital / operating / days / borrowing
PD101807,2025-03-31,Technology,"New contract wins add $50M of committed multi-year revenue, diversifying the customer base and improving visibility.",6,5,-1,Upgrade,performance_improvement,14,regulatory / rates / revenue / multiyear
PD101808,2024-05-04,Construction,Sector outlook deteriorating; industry volumes down 9% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,7,7,0,No Change,industry_headwinds,0,sector / margin / outlook / operating
PD101809,2025-05-06,Oil & Gas,Ownership dispute among family shareholders is distracting management. Succession plan remains undocumented despite repeated requests at annual review.,3,5,2,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD101810,2024-05-08,Retail,Borrower breached the maximum leverage covenant in Q2 2025; reported 6.0x against a 4.1x threshold. Waiver request under negotiation with the bank group.,10,12,2,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101811,2024-07-08,Transportation,"Refinancing risk elevated. The borrower's bonds trade at 57 cents on the dollar, signaling constrained capital markets access.",8,10,2,Downgrade,refinancing_risk,7,refinancing risk / risk elevated / trade / capital
PD101812,2024-05-07,Commercial Real Estate,Turnaround gaining traction: EBITDA up 40% year over year and margins recovered to 16%. Cost actions delivered ahead of plan.,9,9,0,No Change,performance_improvement,9,ebitda / qualified / compliance / missed
PD101813,2024-07-03,Manufacturing,Successful refinancing completed; maturities extended to 2029 at improved pricing. Near-term refinancing risk eliminated.,8,7,-1,Upgrade,deleveraging,15,refinancing / committed / market / term
PD101814,2024-05-11,Agriculture,Prolonged softness in the freight market; spot rates below breakeven for 6 consecutive quarters. Fleet utilization at 70%.,12,13,1,Downgrade,industry_headwinds,13,hedges / rates / market / quarters
PD101815,2024-09-19,Manufacturing,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $12M.,5,7,2,Downgrade,reporting_delinquency,5,covenant / test / revolver utilization / discrepancies approximately
PD101816,2025-01-07,Hospitality,Audited financial statements are 75 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,7,8,1,Downgrade,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD101817,2024-01-01,Commercial Real Estate,Loss of a major account announced; $64M of annual revenue affected beginning next quarter. Concentration risk previously flagged at underwriting.,7,7,0,No Change,customer_concentration,13,hedges / rates / market / quarters
PD101818,2025-06-15,Oil & Gas,EBITDA declined 16% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,9,10,1,Downgrade,revenue_decline,21,pricing pressure / pressure / visible results / visible
PD101819,2024-11-16,Hospitality,"Leverage remains elevated at 6.6x with no clear deleveraging path. PIK toggle exercised on the mezzanine tranche this period, growing the debt stack.",7,9,2,Downgrade,refinancing_risk,8,period / debt / elevated / leverage
PD101820,2024-08-02,Business Services,EPA notice of violation received relating to the primary facility. Remediation cost estimates range up to $46M; operations could face interruption.,4,4,0,No Change,legal_regulatory,4,exposure / filed / new / approximately
PD101821,2024-08-30,Manufacturing,Sector outlook deteriorating; industry volumes down 18% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,9,10,1,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD101822,2024-08-08,Healthcare,CEO transition announced amid board disagreement over strategy. Key-person risk elevated given founder's central role in top customer relationships.,6,6,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD101823,2024-10-11,Healthcare,Margin erosion accelerating; operating margin at 5% versus 9% prior year. Competitive discounting in the sector shows no sign of abating.,7,9,2,Downgrade,revenue_decline,0,sector / margin / outlook / operating
PD101824,2024-09-23,Transportation,Prolonged softness in the freight market; spot rates below breakeven for 6 consecutive quarters. Fleet utilization at 62%.,7,9,2,Downgrade,industry_headwinds,13,hedges / rates / market / quarters
PD101825,2025-03-11,Business Services,Operating cash flow turned negative in Q4 2025. Working capital squeeze evident; payables stretched beyond 65 days and the borrower requested a temporary overadvance.,6,7,1,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD101826,2024-10-02,Wholesale Trade,Fixed charge coverage covenant violation reported. FCCR of 0.9x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,8,8,0,No Change,covenant_breach,17,fccr / equity / breach / sponsor
PD101827,2025-06-07,Agriculture,Debt maturity wall approaching; 63% of funded debt comes due within 18 months. Sponsor exploring amend-and-extend but lender appetite is uncertain.,10,12,2,Downgrade,refinancing_risk,20,debt / sponsor / months / 
PD101828,2024-11-19,Transportation,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $8M.,5,7,2,Downgrade,reporting_delinquency,5,covenant / test / revolver utilization / discrepancies approximately
PD101829,2024-09-10,Retail,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $3M of revolver availability to fund payroll. Treasury reports minimal headroom.,3,5,2,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101830,2025-02-20,Retail,Significant cash burn observed. Unrestricted cash fell 37% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,9,13,4,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101831,2024-12-07,Oil & Gas,"Sponsor injected $96M of fresh equity, curing the covenant breach and funding the growth capex program. Liquidity restored to $41M.",5,3,-2,Upgrade,deleveraging,17,fccr / equity / breach / sponsor
PD101832,2024-04-10,Transportation,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $5M.,3,4,1,Downgrade,reporting_delinquency,5,covenant / test / revolver utilization / discrepancies approximately
PD101833,2024-11-09,Agriculture,Strong Q4 2024 results with revenue growth of 11% and record backlog of $129M. Guidance raised for the full year.,8,5,-3,Upgrade,performance_improvement,0,sector / margin / outlook / operating
PD101834,2024-12-23,Business Services,Governance concerns raised after the audit committee chair stepped down. Board composition now lacks independent financial expertise.,7,7,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD101835,2024-04-11,Manufacturing,Springing covenant triggered as revolver utilization exceeded 34%. Borrower is now subject to full quarterly covenant testing and failed the first leverage test.,8,10,2,Downgrade,covenant_breach,5,covenant / test / revolver utilization / discrepancies approximately
PD101836,2024-07-04,Technology,Fixed charge coverage covenant violation reported. FCCR of 0.8x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,5,7,2,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101837,2025-02-16,Construction,Operational restructuring complete; plant consolidation yields $22M of annualized savings. Order intake trending 29% above prior year.,9,9,0,No Change,performance_improvement,11,customer / concentration / product / order
PD101838,2024-01-10,Wholesale Trade,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,8,9,1,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD101839,2024-05-26,Transportation,"Leverage remains elevated at 7.3x with no clear deleveraging path. PIK toggle exercised on the mezzanine tranche this period, growing the debt stack.",7,10,3,Downgrade,refinancing_risk,8,period / debt / elevated / leverage
PD101840,2025-01-14,Business Services,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.9x. Sponsor has been approached for an equity injection to shore up liquidity.,5,5,0,No Change,liquidity_stress,17,fccr / equity / breach / sponsor
PD101841,2025-04-13,Healthcare,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $12M.,12,13,1,Downgrade,reporting_delinquency,5,covenant / test / revolver utilization / discrepancies approximately
PD101842,2025-05-29,Oil & Gas,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $14M of revolver availability to fund payroll. Treasury reports minimal headroom.,7,8,1,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101843,2024-08-22,Oil & Gas,"Sponsor injected $69M of fresh equity, curing the covenant breach and funding the growth capex program. Liquidity restored to $96M.",4,1,-3,Upgrade,deleveraging,17,fccr / equity / breach / sponsor
PD101844,2024-03-22,Retail,Term loan of $206M matures in 12 months with no committed refinancing. Current leverage of 6.9x makes a market refinance challenging.,4,7,3,Downgrade,refinancing_risk,15,refinancing / committed / market / term
PD101845,2024-06-18,Agriculture,CEO transition announced amid board disagreement over strategy. Key-person risk elevated given founder's central role in top customer relationships.,6,6,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD101846,2025-05-19,Manufacturing,Borrower has fully drawn the revolver with utilization at 87%. Cash position declined to $13M and liquidity runway is under 5 months without additional support.,9,11,2,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD101847,2024-05-19,Construction,Minimum EBITDA covenant missed by 29%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,7,8,1,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD101848,2024-05-07,Transportation,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $19M of revolver availability to fund payroll. Treasury reports minimal headroom.,7,9,2,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101849,2024-01-08,Business Services,Class action lawsuit filed alleging product defects; potential exposure estimated at $58M. Insurance coverage position remains unclear.,6,8,2,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD101850,2024-09-07,Business Services,Largest customer filed for bankruptcy protection; receivable exposure of $20M likely impaired. Trade credit insurance covers only a portion.,8,10,2,Downgrade,customer_concentration,4,exposure / filed / new / approximately
PD101851,2024-06-21,Wholesale Trade,Prolonged softness in the freight market; spot rates below breakeven for 3 consecutive quarters. Fleet utilization at 79%.,8,9,1,Downgrade,industry_headwinds,13,hedges / rates / market / quarters
